cohort,seed,passed,violations,actions,retries,prevented,planningMs,elapsedMs
retention_reload,23,true,0,6,0,2,1.179399999999987,2.9159000000001924
retention_reload,24,true,0,6,0,2,0.684099999999944,1.6376000000000204
retention_reload,25,true,0,6,0,2,1.474999999999909,2.9039000000000215
retention_reload,26,true,0,6,0,2,1.2855000000001837,2.9145999999998367
retention_reload,27,true,0,6,0,2,1.0471000000002277,2.417299999999841
retention_reload,28,true,0,6,0,2,0.8504999999997835,2.01279999999997
retention_reload,29,true,0,6,0,2,0.7689000000000306,2.3138000000001284
retention_reload,30,true,0,6,0,2,0.7164000000000215,1.6128000000001066
retention_reload,31,true,0,6,0,2,0.625400000000127,1.4284000000000106
retention_reload,32,true,0,6,0,2,0.6294000000002598,1.4583000000000084
retention_reload,33,true,0,6,0,2,1.7507000000000517,3.434300000000121
retention_reload,34,true,0,6,0,2,1.2480000000002747,2.921899999999823
retention_reload,35,true,0,6,0,2,1.2792000000001735,2.9598000000000866
retention_reload,36,true,0,6,0,2,1.149199999999837,2.621900000000096
retention_reload,37,true,0,6,0,2,1.5828999999994267,2.9845000000000255
retention_reload,38,true,0,6,0,2,1.2350999999998749,3.330900000000156
retention_reload,39,true,0,6,0,2,1.1800000000000637,2.5664999999999054
retention_reload,40,true,0,6,0,2,1.045399999999745,2.4925000000000637
retention_reload,41,true,0,6,0,2,1.4041000000001986,3.2653999999999996
retention_reload,42,true,0,6,0,2,1.1929000000000087,3.178899999999885
retention_reload,43,true,0,6,0,2,0.9625999999996111,2.3082999999999174
retention_reload,44,true,0,6,0,2,1.6353999999996631,4.274300000000039
retention_reload,45,true,0,6,0,2,1.1871000000001004,2.9849000000001524
retention_reload,46,true,0,6,0,2,1.363700000000108,3.235500000000002
retention_reload,47,true,0,6,0,2,1.237699999999677,2.634900000000016
retention_reload,48,true,0,6,0,2,1.1077000000000226,2.4510999999999967
retention_reload,49,true,0,6,0,2,1.7039999999997235,3.58400000000006
retention_reload,50,true,0,6,0,2,1.0018999999997504,2.246399999999994
retention_reload,51,true,0,6,0,2,1.0704000000002907,3.1407999999998992
retention_reload,52,true,0,6,0,2,0.8704000000000178,1.9246999999998025
retention_reload,53,true,0,6,0,2,0.9078999999999269,1.98700000000008
retention_reload,54,true,0,6,0,2,0.682999999999538,1.5286999999998443
retention_reload,55,true,0,6,0,2,0.6538999999997941,1.5221999999998843
retention_reload,56,true,0,6,0,2,0.6372000000001208,1.4809999999999945
retention_reload,57,true,0,6,0,2,1.5866000000000895,3.7293999999999414
retention_reload,58,true,0,6,0,2,1.0155000000004293,2.282799999999952
retention_reload,59,true,0,6,0,2,1.2480999999997948,2.441000000000031
retention_reload,60,true,0,6,0,2,1.1106999999999516,2.427699999999959
retention_reload,61,true,0,6,0,2,0.9053999999998723,2.170599999999922
retention_reload,62,true,0,6,0,2,1.1800000000000637,2.6714999999999236
retention_reload,63,true,0,6,0,2,1.3447000000001026,3.572200000000066
retention_reload,64,true,0,6,0,2,1.1717000000001008,2.764900000000125
retention_reload,65,true,0,6,0,2,1.2929000000001452,3.0745999999999185
retention_reload,66,true,0,6,0,2,1.281900000000178,3.472500000000082
retention_reload,67,true,0,6,0,2,0.9563000000005104,2.318399999999883
retention_reload,68,true,0,6,0,2,1.151299999999992,3.152599999999893
retention_reload,69,true,0,6,0,2,1.5751000000000204,3.8030999999998585
retention_reload,70,true,0,6,0,2,0.9321000000002186,2.1405999999999494
retention_reload,71,true,0,6,0,2,1.460399999999936,3.3034999999999854
retention_reload,72,true,0,6,0,2,1.1720000000004802,2.681500000000142
retention_reload,73,true,0,6,0,2,1.6459999999999582,4.199999999999818
retention_reload,74,true,0,6,0,2,1.849100000000135,3.7258999999999105
retention_reload,75,true,0,6,0,2,1.1873999999995704,2.871599999999944
retention_reload,76,true,0,6,0,2,1.296400000000176,3.0175000000001546
retention_reload,77,true,0,6,0,2,0.7975000000001273,1.9160999999999149
retention_reload,78,true,0,6,0,2,0.9678000000001248,2.0845999999999094
retention_reload,79,true,0,6,0,2,1.0548000000003412,2.1770000000001346
retention_reload,80,true,0,6,0,2,1.7002000000002226,3.663099999999986
retention_reload,81,true,0,6,0,2,2.5049000000001342,4.697499999999991
retention_reload,82,true,0,6,0,2,1.3507999999999356,3.1639999999999873
retention_reload,83,true,0,6,0,2,1.086799999999812,2.3771999999999025
retention_reload,84,true,0,6,0,2,1.1240999999999985,2.4704999999999018
retention_reload,85,true,0,6,0,2,1.4163000000003194,4.000599999999849
retention_reload,86,true,0,6,0,2,1.146199999999908,2.6187999999999647
retention_reload,87,true,0,6,0,2,1.1653000000001157,2.666200000000117
retention_reload,88,true,0,6,0,2,1.3088999999999942,3.4578999999998814
retention_reload,89,true,0,6,0,2,1.1324000000001888,2.6950000000001637
retention_reload,90,true,0,6,0,2,1.4358000000001994,3.6177999999999884
retention_reload,91,true,0,6,0,2,1.0208000000002357,2.2772999999999683
retention_reload,92,true,0,6,0,2,1.1155000000003383,2.8665000000000873
retention_reload,93,true,0,6,0,2,1.4449000000001888,3.394800000000032
retention_reload,94,true,0,6,0,2,1.321399999999585,2.983699999999999
retention_reload,95,true,0,6,0,2,2.397100000000137,4.266200000000026
retention_reload,96,true,0,6,0,2,1.3721999999997934,2.878900000000158
retention_reload,97,true,0,6,0,2,0.7196999999998752,1.6997000000001208
retention_reload,98,true,0,6,0,2,0.7858000000001084,1.8139999999998508
retention_reload,99,true,0,6,0,2,0.6893999999999778,1.6462999999998829
retention_reload,100,true,0,6,0,2,0.6380000000001473,1.4619000000000142
